username,date,post,location,hashtags,sentiment,engagement
edixon,2024-11-24,Amsterdam is calling... and I must go ✈️,Amsterdam,#naturelovers,Neutral,1815
kristen51,2024-03-25,Sunsets in Manali hit different 🌅,Manali,"#vacationvibes, #travel2025, #wanderlust",Negative,993
paullopez,2024-01-05,Sunsets in Tokyo hit different 🌅,Tokyo,"#travelgram, #naturelovers",Positive,5654
bartlettchristine,2025-03-02,Backpacking through New York has been a dream come true!,New York,#naturelovers,Negative,9283
gayfrancis,2024-03-16,Backpacking through Cape Town has been a dream come true!,Cape Town,#naturelovers,Neutral,7557
alexanorris,2023-11-22,Backpacking through Paris has been a dream come true!,Paris,"#vacationvibes, #travel2025, #naturelovers",Positive,266
writter,2024-10-27,Sunsets in Paris hit different 🌅,Paris,#naturelovers,Positive,500
anthony66,2023-09-13,Backpacking through Bali has been a dream come true!,Bali,#travelgram,Positive,5083
mlewis,2024-10-19,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,#vacationvibes,Neutral,1792
vayala,2024-12-17,Backpacking through Rome has been a dream come true!,Rome,"#vacationvibes, #travelgram, #travel2025",Positive,8438
cherryjulie,2025-04-03,Cape Town is calling... and I must go ✈️,Cape Town,"#travel2025, #travelgram, #wanderlust",Positive,2618
dgrant,2024-04-20,Sunsets in Tokyo hit different 🌅,Tokyo,#vacationvibes,Neutral,962
dawn30,2023-07-23,Can't get enough of Bali 😍 #wanderlust,Bali,#travel2025,Positive,4751
klopez,2024-03-27,Sunsets in Bali hit different 🌅,Bali,"#vacationvibes, #naturelovers",Negative,1722
huertasarah,2024-11-09,Sunsets in Tokyo hit different 🌅,Tokyo,#travelgram,Positive,4349
robert05,2025-04-24,Backpacking through Santorini has been a dream come true!,Santorini,"#travel2025, #wanderlust, #naturelovers",Positive,761
gmiller,2024-09-28,Exploring the beauty of Amsterdam! 🧳,Amsterdam,#travel2025,Positive,9115
watkinsthomas,2024-08-27,Sunsets in New York hit different 🌅,New York,"#naturelovers, #wanderlust",Positive,3223
david05,2024-01-02,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#travel2025, #vacationvibes",Positive,9088
amanda64,2023-07-25,Sunsets in New York hit different 🌅,New York,"#travel2025, #wanderlust",Positive,4302
brownkevin,2023-10-09,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,"#naturelovers, #vacationvibes",Positive,7611
lisa24,2024-03-15,Paris is calling... and I must go ✈️,Paris,#travelgram,Positive,1257
hzavala,2024-04-02,Backpacking through Santorini has been a dream come true!,Santorini,#travel2025,Positive,9670
jimenezjoanna,2024-05-06,Sunsets in Santorini hit different 🌅,Santorini,#naturelovers,Neutral,6747
johnsonjustin,2023-11-15,Bali is calling... and I must go ✈️,Bali,#wanderlust,Positive,1565
kanesarah,2024-10-05,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#wanderlust, #naturelovers, #travelgram",Neutral,5216
coxcody,2024-01-16,Backpacking through Dharamshala has been a dream come true!,Dharamshala,#travelgram,Neutral,9097
lucas12,2024-09-14,Sunsets in Paris hit different 🌅,Paris,#wanderlust,Positive,1577
brandimiller,2023-08-02,Exploring the beauty of Paris! 🧳,Paris,"#wanderlust, #naturelovers, #travelgram",Neutral,5650
larry88,2025-06-03,Can't get enough of Santorini 😍 #wanderlust,Santorini,#travelgram,Neutral,9671
cainana,2024-09-15,Sunsets in Bali hit different 🌅,Bali,"#vacationvibes, #wanderlust",Positive,9430
rebecca41,2025-05-20,Exploring the beauty of New York! 🧳,New York,"#vacationvibes, #wanderlust",Positive,7566
cgoodwin,2024-02-22,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,#wanderlust,Positive,5844
vdavis,2024-01-19,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#vacationvibes, #travel2025",Negative,5425
@globetrotter77,2024-09-23,Backpacking through Rome has been a dream come true!,Rome,"#wanderlust, #vacationvibes",Neutral,7418
rodriguezthomas,2024-06-23,Sunsets in New York hit different 🌅,New York,"#naturelovers, #vacationvibes, #wanderlust",Neutral,1795
richard14,2023-10-26,Paris is calling... and I must go ✈️,Paris,"#naturelovers, #travelgram, #wanderlust",Positive,4972
christopherjackson,2024-11-09,Exploring the beauty of Santorini! 🧳,Santorini,"#wanderlust, #travel2025",Positive,7437
mccoyandre,2023-12-11,Can't get enough of Manali 😍 #wanderlust,Manali,#naturelovers,Positive,6547
garybernard,2025-04-25,Exploring the beauty of Paris! 🧳,Paris,"#wanderlust, #naturelovers, #vacationvibes",Negative,5494
veronicasmith,2024-08-04,New York is calling... and I must go ✈️,New York,#travel2025,Positive,6415
barbara37,2024-08-23,Exploring the beauty of New York! 🧳,New York,#travelgram,Positive,6603
brianclark,2024-11-23,Backpacking through Rome has been a dream come true!,Rome,"#naturelovers, #vacationvibes",Neutral,8550
hlee,2024-02-07,Sunsets in Cape Town hit different 🌅,Cape Town,"#travelgram, #wanderlust, #travel2025",Positive,6690
@wander.jane,2025-06-01,Exploring the beauty of Santorini! 🧳,Santorini,#vacationvibes,Neutral,7332
joseph91,2024-12-25,Can't get enough of Rome 😍 #wanderlust,Rome,"#vacationvibes, #travelgram, #naturelovers",Negative,3359
mscott,2024-07-15,Bali is calling... and I must go ✈️,Bali,"#wanderlust, #naturelovers, #vacationvibes",Positive,6982
levinerichard,2023-11-20,Exploring the beauty of Bali! 🧳,Bali,"#naturelovers, #wanderlust",Positive,4745
hayley92,2025-03-18,Exploring the beauty of New York! 🧳,New York,"#travelgram, #vacationvibes",Positive,3872
coffeyjohn,2024-12-28,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#naturelovers, #vacationvibes, #travelgram",Negative,2700
@globetrotter77,2023-07-31,Backpacking through Paris has been a dream come true!,Paris,#vacationvibes,Neutral,3886
suttondean,2023-12-11,Can't get enough of Manali 😍 #wanderlust,Manali,#wanderlust,Positive,9645
susan90,2024-11-12,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#vacationvibes, #travelgram",Positive,1879
jennifergreer,2023-07-05,Cape Town is calling... and I must go ✈️,Cape Town,"#vacationvibes, #travel2025, #wanderlust",Negative,9354
nrodriguez,2024-06-06,New York is calling... and I must go ✈️,New York,"#travel2025, #travelgram, #vacationvibes",Positive,3262
dylanwong,2023-09-28,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#vacationvibes, #travelgram, #naturelovers",Positive,7900
mark66,2024-11-18,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#wanderlust, #travelgram",Neutral,4005
scott32,2023-12-02,Backpacking through New York has been a dream come true!,New York,#wanderlust,Negative,6448
qgomez,2025-04-21,Exploring the beauty of Rome! 🧳,Rome,"#wanderlust, #travelgram",Positive,7876
tracyavery,2024-05-29,Sunsets in Paris hit different 🌅,Paris,"#naturelovers, #travel2025",Positive,6416
kingryan,2023-10-26,Sunsets in Tokyo hit different 🌅,Tokyo,#vacationvibes,Neutral,3129
harringtonmartha,2025-01-26,Sunsets in Manali hit different 🌅,Manali,"#travelgram, #vacationvibes",Positive,9814
nwarren,2024-05-11,Exploring the beauty of Rome! 🧳,Rome,#travelgram,Neutral,5418
keithdonald,2024-01-27,Manali is calling... and I must go ✈️,Manali,#travel2025,Positive,2217
ronaldsmith,2025-02-24,Exploring the beauty of Rome! 🧳,Rome,"#naturelovers, #vacationvibes, #travel2025",Negative,2522
willismichael,2024-11-06,Sunsets in Manali hit different 🌅,Manali,#naturelovers,Neutral,5444
@wander.jane,2024-01-25,Backpacking through Bali has been a dream come true!,Bali,#vacationvibes,Negative,1870
rstuart,2023-10-27,Exploring the beauty of Bali! 🧳,Bali,"#vacationvibes, #wanderlust",Positive,7581
iwalker,2023-07-08,Backpacking through Paris has been a dream come true!,Paris,"#travelgram, #wanderlust",Positive,3834
deannacruz,2024-08-26,Exploring the beauty of Bali! 🧳,Bali,"#naturelovers, #travel2025, #travelgram",Neutral,5013
danielgriffith,2024-08-03,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#wanderlust, #vacationvibes, #travel2025",Positive,3622
hannah48,2025-03-06,Exploring the beauty of Santorini! 🧳,Santorini,"#travelgram, #wanderlust",Positive,7688
julie01,2024-09-07,Paris is calling... and I must go ✈️,Paris,"#travelgram, #vacationvibes",Positive,1226
allenjustin,2025-03-14,Backpacking through Amsterdam has been a dream come true!,Amsterdam,#travel2025,Positive,1387
katherinebarnett,2024-08-29,Amsterdam is calling... and I must go ✈️,Amsterdam,"#wanderlust, #vacationvibes",Positive,3709
courtneymadden,2023-06-27,Can't get enough of Bali 😍 #wanderlust,Bali,#vacationvibes,Positive,7199
susanmurphy,2024-12-11,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#naturelovers, #travel2025",Positive,9733
abradley,2024-07-02,Santorini is calling... and I must go ✈️,Santorini,"#vacationvibes, #travelgram",Positive,3741
jacoboconnor,2025-01-04,Exploring the beauty of Cape Town! 🧳,Cape Town,"#naturelovers, #travel2025, #travelgram",Positive,8793
zking,2024-01-22,Tokyo is calling... and I must go ✈️,Tokyo,"#wanderlust, #travel2025",Positive,7604
courtneysantiago,2024-10-04,Sunsets in Cape Town hit different 🌅,Cape Town,"#naturelovers, #travelgram, #wanderlust",Negative,6840
cody79,2023-11-24,Sunsets in New York hit different 🌅,New York,"#naturelovers, #travelgram",Neutral,7082
markhodge,2024-03-28,Amsterdam is calling... and I must go ✈️,Amsterdam,"#wanderlust, #naturelovers, #vacationvibes",Positive,3667
iblake,2024-03-09,Bali is calling... and I must go ✈️,Bali,"#wanderlust, #naturelovers",Positive,1445
jperez,2023-07-07,Sunsets in Manali hit different 🌅,Manali,"#travelgram, #wanderlust, #naturelovers",Negative,2784
garciapaula,2023-12-21,Backpacking through Rome has been a dream come true!,Rome,"#naturelovers, #wanderlust",Positive,1655
ndelacruz,2024-06-21,Exploring the beauty of Tokyo! 🧳,Tokyo,"#travelgram, #vacationvibes, #wanderlust",Positive,2975
vnichols,2023-08-20,Dharamshala is calling... and I must go ✈️,Dharamshala,"#wanderlust, #travel2025, #naturelovers",Positive,1237
beckertheresa,2024-06-01,Exploring the beauty of Amsterdam! 🧳,Amsterdam,#naturelovers,Positive,9707
jeffreylewis,2024-04-08,Cape Town is calling... and I must go ✈️,Cape Town,"#travel2025, #vacationvibes",Negative,3254
johnsonalexander,2024-09-23,Sunsets in Cape Town hit different 🌅,Cape Town,"#naturelovers, #travelgram",Neutral,2442
rmartinez,2024-11-05,New York is calling... and I must go ✈️,New York,"#wanderlust, #naturelovers",Positive,6464
forozco,2024-03-15,Exploring the beauty of Rome! 🧳,Rome,#naturelovers,Positive,6488
cheryldavis,2024-01-05,Rome is calling... and I must go ✈️,Rome,#wanderlust,Positive,4828
bradleybarker,2024-08-18,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,#wanderlust,Neutral,5972
dianedominguez,2023-06-29,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,#naturelovers,Neutral,2771
nmontoya,2025-03-04,Backpacking through New York has been a dream come true!,New York,#naturelovers,Positive,2856
gclay,2023-09-01,Exploring the beauty of Santorini! 🧳,Santorini,"#naturelovers, #travel2025",Positive,3810
@globetrotter77,2024-05-21,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#naturelovers, #travelgram",Positive,157
sarah78,2024-12-16,Backpacking through Santorini has been a dream come true!,Santorini,"#wanderlust, #travelgram",Positive,1186
anthonydavis,2024-10-24,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,"#naturelovers, #vacationvibes",Neutral,6530
contrerasjames,2025-03-24,Exploring the beauty of Manali! 🧳,Manali,#naturelovers,Neutral,5489
@wander.jane,2023-11-11,Exploring the beauty of Santorini! 🧳,Santorini,#travelgram,Negative,5023
margaretgonzalez,2024-02-09,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#travel2025, #naturelovers, #vacationvibes",Negative,830
cbrown,2023-12-17,Can't get enough of Bali 😍 #wanderlust,Bali,"#wanderlust, #vacationvibes",Positive,677
anthonyswanson,2025-01-07,Backpacking through Tokyo has been a dream come true!,Tokyo,#wanderlust,Neutral,4501
michaelsherman,2025-02-05,Sunsets in Tokyo hit different 🌅,Tokyo,#vacationvibes,Positive,1929
mary62,2024-12-10,Backpacking through Dharamshala has been a dream come true!,Dharamshala,#naturelovers,Positive,6858
basserik,2024-04-13,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,#vacationvibes,Neutral,6366
@nomadic_joe,2023-11-08,Amsterdam is calling... and I must go ✈️,Amsterdam,"#travelgram, #wanderlust, #vacationvibes",Positive,4612
wrodriguez,2023-10-25,Exploring the beauty of New York! 🧳,New York,#vacationvibes,Positive,9557
charlesperry,2024-05-27,Exploring the beauty of Rome! 🧳,Rome,#naturelovers,Positive,5477
hollymartin,2024-12-30,Exploring the beauty of Amsterdam! 🧳,Amsterdam,#travelgram,Neutral,6721
olivia29,2024-08-11,Can't get enough of New York 😍 #wanderlust,New York,"#vacationvibes, #travel2025, #travelgram",Positive,1621
stephaniecoleman,2024-10-11,Sunsets in Santorini hit different 🌅,Santorini,#travelgram,Neutral,6733
qramirez,2024-10-07,Backpacking through Cape Town has been a dream come true!,Cape Town,"#vacationvibes, #wanderlust, #travelgram",Neutral,5455
sarayates,2025-04-04,Sunsets in Tokyo hit different 🌅,Tokyo,"#travel2025, #naturelovers",Neutral,9105
gonzalezkenneth,2025-02-14,Sunsets in Bali hit different 🌅,Bali,"#naturelovers, #travel2025, #vacationvibes",Neutral,3900
lho,2023-09-22,Sunsets in Manali hit different 🌅,Manali,"#wanderlust, #travelgram, #travel2025",Negative,5618
rachelhall,2024-12-19,Backpacking through Paris has been a dream come true!,Paris,"#wanderlust, #naturelovers",Positive,2657
castroralph,2024-11-10,Sunsets in Manali hit different 🌅,Manali,"#vacationvibes, #travel2025, #naturelovers",Positive,8869
brianwhite,2025-05-05,Tokyo is calling... and I must go ✈️,Tokyo,#travel2025,Positive,8758
laurenallen,2023-08-03,Exploring the beauty of Cape Town! 🧳,Cape Town,#wanderlust,Positive,8793
allenandrea,2024-03-14,Exploring the beauty of Amsterdam! 🧳,Amsterdam,"#naturelovers, #vacationvibes, #wanderlust",Neutral,5120
greenmartin,2023-10-08,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#travel2025, #travelgram, #vacationvibes",Positive,4883
bradleyhenry,2025-04-05,Backpacking through Manali has been a dream come true!,Manali,#wanderlust,Positive,9282
donaldtyler,2024-12-18,Dharamshala is calling... and I must go ✈️,Dharamshala,"#vacationvibes, #naturelovers",Positive,1496
holmescolleen,2023-08-19,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#naturelovers, #travel2025",Positive,5478
ile,2023-08-26,Rome is calling... and I must go ✈️,Rome,#vacationvibes,Negative,1755
steven45,2023-07-18,Santorini is calling... and I must go ✈️,Santorini,#naturelovers,Positive,5893
cannonkimberly,2025-02-16,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#wanderlust, #naturelovers",Negative,2800
royjennifer,2023-08-28,Exploring the beauty of Tokyo! 🧳,Tokyo,#travel2025,Positive,6209
frederick91,2023-08-28,Exploring the beauty of Bali! 🧳,Bali,"#travel2025, #travelgram, #naturelovers",Positive,2178
timothytrujillo,2024-05-30,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#naturelovers, #travel2025, #wanderlust",Neutral,4650
brian90,2025-01-03,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#wanderlust, #travel2025, #travelgram",Neutral,7900
vanessaedwards,2024-11-28,Backpacking through Cape Town has been a dream come true!,Cape Town,#vacationvibes,Positive,5429
nortonwilliam,2024-02-05,Exploring the beauty of Dharamshala! 🧳,Dharamshala,#travel2025,Positive,8913
jose18,2025-03-17,Sunsets in Amsterdam hit different 🌅,Amsterdam,#naturelovers,Positive,9238
carolineray,2024-06-29,Backpacking through Cape Town has been a dream come true!,Cape Town,"#naturelovers, #wanderlust",Positive,3897
travis12,2023-11-08,Cape Town is calling... and I must go ✈️,Cape Town,"#travel2025, #wanderlust",Neutral,190
walter05,2024-04-14,Bali is calling... and I must go ✈️,Bali,#vacationvibes,Positive,4919
bwilliams,2024-06-21,Sunsets in New York hit different 🌅,New York,"#travelgram, #naturelovers",Positive,758
williamsbrandon,2024-11-20,Rome is calling... and I must go ✈️,Rome,"#travel2025, #vacationvibes, #wanderlust",Positive,5675
nina65,2024-10-31,Can't get enough of New York 😍 #wanderlust,New York,"#vacationvibes, #travelgram",Negative,6456
christopher84,2024-08-09,Sunsets in Bali hit different 🌅,Bali,#travelgram,Positive,3479
richardhart,2023-12-25,Backpacking through Cape Town has been a dream come true!,Cape Town,"#naturelovers, #wanderlust",Positive,9426
rhernandez,2024-07-26,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#travelgram, #vacationvibes, #naturelovers",Neutral,8190
vickiwood,2023-08-02,Manali is calling... and I must go ✈️,Manali,"#naturelovers, #wanderlust, #travel2025",Positive,3623
kyle29,2024-04-11,Exploring the beauty of New York! 🧳,New York,"#travel2025, #wanderlust",Negative,1653
@wander.jane,2024-06-23,Rome is calling... and I must go ✈️,Rome,"#wanderlust, #travel2025",Positive,8109
russelljohn,2024-10-04,Backpacking through Amsterdam has been a dream come true!,Amsterdam,#vacationvibes,Positive,3283
