Date,Description,Debit (INR),Credit (INR),Balance
2025-05-02,Credit Card Payment,15185.58,,-35820636.82
2025-03-15,Medical Expense,13991.86,,-35834628.68
2025-04-05,Fuel,11065.92,,-35845694.6
2025-02-11,Insurance Premium,6257.19,,-35851951.79
2025-02-03,Fuel,19366.66,,-35871318.45
2025-01-28,UPI to Zomato,5737.43,,-35877055.88
2025-05-07,Amazon Purchase,2213.11,,-35879268.99
2025-02-10,SIP Investment,12242.64,,-35891511.63
2025-02-14,Credit Card Payment,8183.64,,-35899695.27
2024-12-30,UPI to Zomato,11280.12,,-35910975.39
2025-02-11,Credit Card Payment,19671.42,,-35930646.81
2025-03-11,Medical Expense,18998.24,,-35949645.05
2025-04-09,Amazon Purchase,13895.86,,-35963540.91
2025-01-03,Medical Expense,16426.86,,-35979967.77
2025-03-06,Electricity Bill,4700.6,,-35984668.37
2025-01-21,Credit Card Payment,11435.38,,-35996103.75
2025-06-19,Salary Credited,,13937.34,-35982166.41
2025-04-29,Insurance Premium,11705.98,,-35993872.39
2025-02-19,SIP Investment,13068.94,,-36006941.33
2025-05-07,Credit Card Payment,8398.13,,-36015339.46
2025-02-05,Fuel,3896.71,,-36019236.17
2025-06-12,SIP Investment,11078.2,,-36030314.37
2025-04-02,Credit Card Payment,3821.0,,-36034135.37
2025-02-28,SIP Investment,12906.56,,-36047041.93
2025-01-01,Flight Booking,12498.31,,-36059540.24
2025-01-12,Fuel,19080.03,,-36078620.27
2025-06-11,Salary Credited,,4475.91,-36074144.36
2025-03-09,Salary Credited,,18580.49,-36055563.87
2025-06-17,Electricity Bill,810.57,,-36056374.44
2025-03-11,Medical Expense,13260.12,,-36069634.56
2025-02-08,UPI to Zomato,4825.98,,-36074460.54
2025-01-28,Fuel,13549.87,,-36088010.41
2025-04-06,Salary Credited,,650.84,-36087359.57
2025-05-10,SIP Investment,15594.26,,-36102953.83
2025-06-10,Credit Card Payment,12066.15,,-36115019.98
2025-02-08,SIP Investment,15826.82,,-36130846.8
2025-02-19,Insurance Premium,9879.65,,-36140726.45
2025-05-29,SIP Investment,14578.79,,-36155305.24
2025-01-14,Fuel,19377.2,,-36174682.44
2025-03-11,Amazon Purchase,16922.24,,-36191604.68
2024-12-28,Electricity Bill,4361.74,,-36195966.42
2025-02-25,Amazon Purchase,11848.65,,-36207815.07
2025-05-03,Salary Credited,,3324.69,-36204490.38
2025-04-11,Flight Booking,14593.12,,-36219083.5
2025-06-17,Salary Credited,,3395.39,-36215688.11
2025-06-03,Medical Expense,19188.37,,-36234876.48
2025-06-02,Fuel,15747.68,,-36250624.16
2025-02-24,UPI to Zomato,4116.31,,-36254740.47
2025-04-09,Credit Card Payment,8307.97,,-36263048.44
2025-05-25,Insurance Premium,17182.47,,-36280230.91
2025-03-21,Insurance Premium,6150.36,,-36286381.27
2025-06-07,SIP Investment,12935.92,,-36299317.19
2025-04-10,Flight Booking,1590.1,,-36300907.29
2025-05-31,Flight Booking,16929.06,,-36317836.35
2025-04-27,Flight Booking,11526.1,,-36329362.45
2025-06-23,Amazon Purchase,17161.61,,-36346524.06
2025-02-21,Insurance Premium,9990.65,,-36356514.71
2025-04-02,Salary Credited,,18894.97,-36337619.74
2025-04-25,Credit Card Payment,13358.61,,-36350978.35
2025-03-14,Salary Credited,,1610.42,-36349367.93
2025-01-15,Fuel,3609.29,,-36352977.22
2025-01-01,SIP Investment,15227.09,,-36368204.31
2025-04-16,UPI to Zomato,2372.42,,-36370576.73
2025-06-06,Insurance Premium,8865.51,,-36379442.24
2025-05-04,Amazon Purchase,1907.76,,-36381350.0
2025-03-23,Credit Card Payment,7683.45,,-36389033.45
2025-03-10,Flight Booking,5191.67,,-36394225.12
2025-02-20,Amazon Purchase,13615.8,,-36407840.92
2025-02-22,Flight Booking,8720.46,,-36416561.38
2025-04-07,Medical Expense,12790.55,,-36429351.93
2025-04-18,UPI to Zomato,10295.09,,-36439647.02
2025-05-18,Salary Credited,,7732.11,-36431914.91
2025-06-16,UPI to Zomato,1826.28,,-36433741.19
2025-01-28,SIP Investment,12845.48,,-36446586.67
2025-01-17,SIP Investment,15597.2,,-36462183.87
2025-01-14,Salary Credited,,10691.94,-36451491.93
2025-02-09,Flight Booking,7078.23,,-36458570.16
2025-03-19,SIP Investment,5208.75,,-36463778.91
2025-04-25,Salary Credited,,5057.14,-36458721.77
2025-01-24,Amazon Purchase,11318.46,,-36470040.23
2025-04-18,Flight Booking,18741.55,,-36488781.78
2025-03-07,Fuel,1897.99,,-36490679.77
2025-03-27,Electricity Bill,6922.68,,-36497602.45
2025-04-23,Credit Card Payment,17303.29,,-36514905.74
2025-04-19,UPI to Zomato,2884.24,,-36517789.98
2025-05-15,Credit Card Payment,12723.52,,-36530513.5
2025-05-18,Salary Credited,,15213.41,-36515300.09
2025-03-19,Flight Booking,14008.38,,-36529308.47
2025-06-11,UPI to Zomato,9961.9,,-36539270.37
2025-04-17,Credit Card Payment,6162.3,,-36545432.67
2025-03-02,Credit Card Payment,3244.67,,-36548677.34
2025-05-13,UPI to Zomato,18778.06,,-36567455.4
2025-02-12,SIP Investment,19443.84,,-36586899.24
2025-02-26,Insurance Premium,1889.92,,-36588789.16
2025-05-03,UPI to Zomato,694.27,,-36589483.43
2025-01-08,Amazon Purchase,15128.76,,-36604612.19
2025-03-28,SIP Investment,12957.53,,-36617569.72
2025-04-11,Fuel,11531.94,,-36629101.66
2025-06-19,Electricity Bill,1537.32,,-36630638.98
2025-02-01,Electricity Bill,9248.42,,-36639887.4
2025-03-03,Flight Booking,16215.16,,-36656102.56
2025-05-08,Amazon Purchase,902.63,,-36657005.19
2025-02-11,Salary Credited,,8030.56,-36648974.63
2025-04-29,UPI to Zomato,8031.79,,-36657006.42
2025-06-04,Electricity Bill,14602.82,,-36671609.24
2025-01-20,Credit Card Payment,10461.7,,-36682070.94
2025-03-28,Medical Expense,10526.44,,-36692597.38
2025-01-04,Salary Credited,,8840.73,-36683756.65
2025-03-15,Medical Expense,10738.11,,-36694494.76
2025-05-24,Medical Expense,2177.38,,-36696672.14
2024-12-31,UPI to Zomato,2511.84,,-36699183.98
2025-02-05,Salary Credited,,6947.6,-36692236.38
2025-04-04,Electricity Bill,16614.63,,-36708851.01
2025-03-01,UPI to Zomato,16904.44,,-36725755.45
2025-06-05,Insurance Premium,1816.43,,-36727571.88
2025-06-07,Medical Expense,9422.45,,-36736994.33
2025-02-25,Salary Credited,,18480.92,-36718513.41
2025-04-28,Amazon Purchase,2964.95,,-36721478.36
2025-05-11,Credit Card Payment,7351.55,,-36728829.91
2025-04-17,Credit Card Payment,4162.2,,-36732992.11
2025-06-14,UPI to Zomato,13495.38,,-36746487.49
2025-02-21,UPI to Zomato,595.63,,-36747083.12
2025-05-13,UPI to Zomato,7656.5,,-36754739.62
2025-02-10,Flight Booking,9060.26,,-36763799.88
2025-06-07,Insurance Premium,16924.4,,-36780724.28
2025-05-28,Credit Card Payment,10956.17,,-36791680.45
2025-04-16,Electricity Bill,12613.72,,-36804294.17
2025-01-05,UPI to Zomato,6504.81,,-36810798.98
2025-05-02,Medical Expense,18857.71,,-36829656.69
2025-06-01,Insurance Premium,11471.35,,-36841128.04
2025-05-27,Fuel,9538.14,,-36850666.18
2025-03-22,Fuel,10306.27,,-36860972.45
2025-06-09,Credit Card Payment,14272.06,,-36875244.51
2025-04-24,Insurance Premium,18061.22,,-36893305.73
2025-03-23,Insurance Premium,4723.43,,-36898029.16
2025-04-26,Insurance Premium,8168.78,,-36906197.94
2025-02-02,Salary Credited,,10409.44,-36895788.5
2024-12-26,Insurance Premium,14255.08,,-36910043.58
2025-01-11,Electricity Bill,18335.68,,-36928379.26
2025-03-19,Insurance Premium,17000.27,,-36945379.53
2025-01-24,Flight Booking,18469.38,,-36963848.91
2025-04-06,Medical Expense,11266.13,,-36975115.04
2025-01-27,Electricity Bill,6040.43,,-36981155.47
2025-01-17,Electricity Bill,9622.65,,-36990778.12
2025-03-15,Medical Expense,8172.17,,-36998950.29
2025-03-09,SIP Investment,5444.85,,-37004395.14
2025-01-24,Salary Credited,,7754.91,-36996640.23
2025-04-02,Salary Credited,,16054.59,-36980585.64
2025-04-06,UPI to Zomato,15512.84,,-36996098.48
2025-06-20,Medical Expense,3350.48,,-36999448.96
2025-02-18,Medical Expense,12597.65,,-37012046.61
2025-05-15,UPI to Zomato,6594.53,,-37018641.14
2025-03-07,Credit Card Payment,946.75,,-37019587.89
2025-02-22,Flight Booking,6988.43,,-37026576.32
2025-04-12,UPI to Zomato,18323.25,,-37044899.57
2025-05-22,Credit Card Payment,8728.63,,-37053628.2
2025-03-17,Fuel,5784.34,,-37059412.54
2025-04-13,Flight Booking,1727.73,,-37061140.27
2025-04-20,Amazon Purchase,13577.5,,-37074717.77
2025-06-06,SIP Investment,19156.31,,-37093874.08
2025-05-07,SIP Investment,11165.0,,-37105039.08
2025-04-22,SIP Investment,18130.4,,-37123169.48
2025-04-23,Insurance Premium,12558.97,,-37135728.45
2025-04-28,Salary Credited,,16833.58,-37118894.87
2025-04-13,Flight Booking,5503.58,,-37124398.45
2025-05-01,Salary Credited,,3906.32,-37120492.13
2025-02-09,Flight Booking,4207.05,,-37124699.18
2025-04-05,Fuel,10933.75,,-37135632.93
2025-05-05,Fuel,12722.85,,-37148355.78
2025-05-16,Salary Credited,,10480.61,-37137875.17
2025-05-25,Electricity Bill,2285.01,,-37140160.18
2025-03-21,Salary Credited,,2898.77,-37137261.41
2025-02-06,Fuel,8868.77,,-37146130.18
2025-02-13,Amazon Purchase,12855.94,,-37158986.12
2025-06-19,Credit Card Payment,16255.38,,-37175241.5
2025-06-12,SIP Investment,11935.28,,-37187176.78
2025-05-07,Electricity Bill,18493.06,,-37205669.84
2025-05-25,Insurance Premium,8095.47,,-37213765.31
2025-04-06,Amazon Purchase,12283.53,,-37226048.84
2025-05-30,Flight Booking,17347.44,,-37243396.28
2025-02-11,Flight Booking,15282.74,,-37258679.02
2025-04-13,Amazon Purchase,3443.4,,-37262122.42
2025-06-25,Medical Expense,15488.79,,-37277611.21
2025-04-16,Amazon Purchase,19436.29,,-37297047.5
2025-02-11,Electricity Bill,12852.72,,-37309900.22
2025-01-09,Medical Expense,12272.45,,-37322172.67
2024-12-27,Salary Credited,,12306.95,-37309865.72
2025-01-11,Credit Card Payment,18142.51,,-37328008.23
2024-12-27,SIP Investment,10276.57,,-37338284.8
2025-06-16,Amazon Purchase,1838.9,,-37340123.7
2025-03-31,Credit Card Payment,4427.86,,-37344551.56
2025-02-25,UPI to Zomato,19530.02,,-37364081.58
2025-03-30,Credit Card Payment,9618.79,,-37373700.37
2025-03-30,Amazon Purchase,16273.45,,-37389973.82
2025-06-01,Salary Credited,,5099.3,-37384874.52
2025-06-08,Fuel,8602.3,,-37393476.82
2025-03-13,UPI to Zomato,13816.59,,-37407293.41
2025-03-21,UPI to Zomato,8040.59,,-37415334.0
2025-01-31,Medical Expense,2875.65,,-37418209.65
2025-05-07,Salary Credited,,18457.43,-37399752.22
2025-04-18,SIP Investment,18003.85,,-37417756.07
2025-02-16,Insurance Premium,3121.93,,-37420878.0
2025-01-26,Fuel,8348.9,,-37429226.9
2025-06-06,SIP Investment,11641.07,,-37440867.97
2025-06-16,Flight Booking,7288.6,,-37448156.57
2025-02-28,Flight Booking,10793.47,,-37458950.04
2025-05-18,UPI to Zomato,8933.33,,-37467883.37
2025-04-09,SIP Investment,10721.13,,-37478604.5
2025-03-13,Flight Booking,3868.41,,-37482472.91
2025-05-19,Electricity Bill,17138.77,,-37499611.68
2025-04-10,Salary Credited,,541.3,-37499070.38
2025-02-04,Fuel,17945.75,,-37517016.13
2025-05-07,SIP Investment,8486.44,,-37525502.57
2025-03-16,Salary Credited,,9250.79,-37516251.78
2024-12-29,Salary Credited,,18724.67,-37497527.11
2025-01-30,Flight Booking,2986.93,,-37500514.04
2025-01-08,UPI to Zomato,6154.21,,-37506668.25
2025-02-14,Insurance Premium,4555.9,,-37511224.15
2025-06-22,Flight Booking,4096.4,,-37515320.55
2025-03-15,Credit Card Payment,10306.15,,-37525626.7
2025-03-16,Salary Credited,,17025.48,-37508601.22
2025-01-05,Flight Booking,16218.44,,-37524819.66
2025-06-06,Fuel,17445.58,,-37542265.24
2025-06-10,Credit Card Payment,769.57,,-37543034.81
2025-01-09,Flight Booking,6293.7,,-37549328.51
2025-02-04,Amazon Purchase,1578.76,,-37550907.27
2025-02-10,Credit Card Payment,8036.27,,-37558943.54
2025-01-01,Salary Credited,,18695.24,-37540248.3
2025-02-22,Electricity Bill,3200.56,,-37543448.86
2025-02-01,Fuel,4956.24,,-37548405.1
2025-06-09,UPI to Zomato,5476.13,,-37553881.23
2025-04-06,UPI to Zomato,3438.23,,-37557319.46
2025-02-06,SIP Investment,19521.83,,-37576841.29
2025-06-06,Fuel,2379.04,,-37579220.33
2025-01-22,Amazon Purchase,8017.19,,-37587237.52
2025-03-02,Amazon Purchase,12385.27,,-37599622.79
2025-02-04,Insurance Premium,972.41,,-37600595.2
2025-01-16,Insurance Premium,13735.09,,-37614330.29
2025-05-27,Electricity Bill,17470.66,,-37631800.95
2025-05-07,Credit Card Payment,13944.78,,-37645745.73
2025-05-19,SIP Investment,4725.05,,-37650470.78
2025-04-19,Medical Expense,795.73,,-37651266.51
2025-06-22,Insurance Premium,8184.71,,-37659451.22
2025-05-20,Salary Credited,,7608.46,-37651842.76
2025-01-20,Credit Card Payment,19696.29,,-37671539.05
2025-05-18,Amazon Purchase,11258.09,,-37682797.14
2025-05-24,Medical Expense,1050.03,,-37683847.17
2025-03-27,Credit Card Payment,3916.56,,-37687763.73
2025-05-25,Flight Booking,16751.05,,-37704514.78
2025-01-13,Electricity Bill,13893.92,,-37718408.7
2025-04-07,Flight Booking,14792.99,,-37733201.69
2025-01-16,Electricity Bill,9330.43,,-37742532.12
2025-06-07,SIP Investment,9631.47,,-37752163.59
2025-02-12,Insurance Premium,6664.7,,-37758828.29
2025-04-13,Amazon Purchase,14111.17,,-37772939.46
2025-05-03,Credit Card Payment,19400.7,,-37792340.16
2025-03-05,Salary Credited,,1686.62,-37790653.54
2025-02-02,Insurance Premium,17060.37,,-37807713.91
2025-05-13,Salary Credited,,1588.25,-37806125.66
2025-06-19,UPI to Zomato,11450.9,,-37817576.56
2025-03-07,Flight Booking,11865.8,,-37829442.36
2025-03-25,Amazon Purchase,16674.35,,-37846116.71
2025-03-01,Credit Card Payment,9675.2,,-37855791.91
2025-05-19,Flight Booking,3731.45,,-37859523.36
2025-06-22,Salary Credited,,2612.24,-37856911.12
2025-05-16,SIP Investment,14469.28,,-37871380.4
2024-12-26,Flight Booking,780.74,,-37872161.14
2025-03-05,Flight Booking,3239.62,,-37875400.76
2025-03-18,Credit Card Payment,10540.11,,-37885940.87
2025-04-30,Electricity Bill,4558.84,,-37890499.71
2025-01-06,Credit Card Payment,8715.44,,-37899215.15
2025-02-01,Fuel,2458.89,,-37901674.04
2025-02-05,SIP Investment,3423.85,,-37905097.89
2025-04-29,Insurance Premium,7136.76,,-37912234.65
2025-05-19,UPI to Zomato,6025.74,,-37918260.39
2025-04-01,UPI to Zomato,16648.92,,-37934909.31
2025-02-07,Salary Credited,,7445.36,-37927463.95
2025-01-18,Medical Expense,6906.98,,-37934370.93
2025-01-24,Flight Booking,16502.28,,-37950873.21
2025-02-06,UPI to Zomato,4679.96,,-37955553.17
2025-01-23,Amazon Purchase,7978.58,,-37963531.75
2025-02-10,Flight Booking,17034.06,,-37980565.81
2025-05-04,Flight Booking,6546.96,,-37987112.77
2025-03-04,Flight Booking,18956.29,,-38006069.06
2025-06-13,UPI to Zomato,8404.46,,-38014473.52
2025-01-03,Medical Expense,13389.97,,-38027863.49
2025-04-22,SIP Investment,11056.39,,-38038919.88
2025-04-22,SIP Investment,1851.14,,-38040771.02
2025-01-07,SIP Investment,3761.78,,-38044532.8
2025-01-29,Insurance Premium,13933.13,,-38058465.93
2025-06-23,Salary Credited,,10891.15,-38047574.78
2025-06-07,Medical Expense,3795.38,,-38051370.16
2025-01-07,Flight Booking,8864.47,,-38060234.63
2025-04-06,Electricity Bill,5471.61,,-38065706.24
2025-03-02,Salary Credited,,5078.47,-38060627.77
2025-02-26,Fuel,15053.74,,-38075681.51
2025-02-09,Medical Expense,11319.91,,-38087001.42
2025-05-15,UPI to Zomato,2137.56,,-38089138.98
2025-03-03,Insurance Premium,6641.41,,-38095780.39
2025-05-07,Credit Card Payment,13913.62,,-38109694.01
2025-03-25,Amazon Purchase,13242.52,,-38122936.53
2025-01-11,Fuel,5338.63,,-38128275.16
2025-01-25,Salary Credited,,8180.87,-38120094.29
2025-04-30,Fuel,15295.65,,-38135389.94
2025-04-08,Flight Booking,10079.93,,-38145469.87
2024-12-25,Insurance Premium,5857.78,,-38151327.65
2025-02-26,Amazon Purchase,18490.89,,-38169818.54
2025-02-15,Salary Credited,,8648.91,-38161169.63
2025-03-15,Salary Credited,,12904.46,-38148265.17
2025-03-02,Fuel,14333.17,,-38162598.34
2024-12-26,Fuel,15359.93,,-38177958.27
2025-01-21,UPI to Zomato,9376.04,,-38187334.31
2025-02-04,Amazon Purchase,6180.84,,-38193515.15
2025-04-01,Medical Expense,1273.33,,-38194788.48
2025-01-27,Insurance Premium,11808.52,,-38206597.0
2025-05-12,Insurance Premium,18892.94,,-38225489.94
2025-05-14,Fuel,3630.02,,-38229119.96
2025-04-30,UPI to Zomato,16034.8,,-38245154.76
2025-01-12,Credit Card Payment,11913.99,,-38257068.75
2025-02-12,Electricity Bill,16397.94,,-38273466.69
2025-03-29,UPI to Zomato,13259.17,,-38286725.86
2025-04-06,UPI to Zomato,17748.81,,-38304474.67
2025-01-14,Medical Expense,10392.52,,-38314867.19
2025-02-28,SIP Investment,17275.65,,-38332142.84
2025-04-05,SIP Investment,9101.82,,-38341244.66
2025-06-23,Flight Booking,8082.54,,-38349327.2
2025-02-20,UPI to Zomato,5074.33,,-38354401.53
2025-01-14,UPI to Zomato,19264.31,,-38373665.84
2024-12-25,Fuel,2119.47,,-38375785.31
2025-03-31,Fuel,13625.14,,-38389410.45
2025-05-12,Flight Booking,9278.29,,-38398688.74
2025-05-31,Fuel,4335.05,,-38403023.79
2025-01-06,SIP Investment,14076.79,,-38417100.58
2025-03-25,Amazon Purchase,986.7,,-38418087.28
2025-01-22,Amazon Purchase,15276.87,,-38433364.15
2025-05-01,Fuel,2349.35,,-38435713.5
2025-02-24,Amazon Purchase,16208.73,,-38451922.23
2025-04-02,Credit Card Payment,9150.34,,-38461072.57
2025-04-04,Fuel,2351.94,,-38463424.51
2025-04-13,Credit Card Payment,2463.18,,-38465887.69
2025-02-19,Flight Booking,8033.58,,-38473921.27
2025-06-01,Medical Expense,14179.46,,-38488100.73
2025-03-08,Fuel,1364.1,,-38489464.83
2025-04-15,Amazon Purchase,14841.77,,-38504306.6
2025-05-15,Medical Expense,3196.93,,-38507503.53
2025-01-14,Electricity Bill,13884.24,,-38521387.77
2025-04-30,UPI to Zomato,6943.4,,-38528331.17
2025-04-15,Medical Expense,15688.91,,-38544020.08
2025-06-15,Amazon Purchase,7867.91,,-38551887.99
2025-01-05,Fuel,19908.34,,-38571796.33
2024-12-31,Fuel,11032.9,,-38582829.23
2025-04-29,Insurance Premium,13398.09,,-38596227.32
2025-01-01,Insurance Premium,8080.43,,-38604307.75
2025-03-17,Electricity Bill,4712.33,,-38609020.08
2025-05-10,Fuel,18811.97,,-38627832.05
2025-04-30,Amazon Purchase,10888.97,,-38638721.02
2025-03-18,Amazon Purchase,4280.15,,-38643001.17
2025-02-03,Credit Card Payment,17182.99,,-38660184.16
2025-06-05,Fuel,5301.99,,-38665486.15
2025-03-01,UPI to Zomato,5484.86,,-38670971.01
2025-01-14,Fuel,18915.69,,-38689886.7
2025-06-10,Credit Card Payment,14989.07,,-38704875.77
2025-05-04,Flight Booking,560.84,,-38705436.61
2025-05-08,Electricity Bill,11012.16,,-38716448.77
2025-04-08,Amazon Purchase,4759.49,,-38721208.26
2025-05-01,Fuel,4216.91,,-38725425.17
2025-03-06,Insurance Premium,1312.67,,-38726737.84
2025-05-15,Fuel,14425.37,,-38741163.21
2025-05-25,Flight Booking,12898.46,,-38754061.67
2025-01-29,UPI to Zomato,19867.93,,-38773929.6
2025-02-15,Insurance Premium,12693.2,,-38786622.8
2025-02-06,Medical Expense,11420.51,,-38798043.31
2025-06-25,UPI to Zomato,1565.44,,-38799608.75
2025-01-20,UPI to Zomato,19623.49,,-38819232.24
2025-05-22,Credit Card Payment,17729.49,,-38836961.73
2025-04-19,Fuel,16938.43,,-38853900.16
2025-06-13,Medical Expense,9599.99,,-38863500.15
2025-01-07,Salary Credited,,9365.65,-38854134.5
2025-01-19,Electricity Bill,8612.81,,-38862747.31
2025-02-26,Fuel,17260.79,,-38880008.1
2025-02-15,UPI to Zomato,17132.41,,-38897140.51
2025-06-16,Medical Expense,18950.6,,-38916091.11
2025-05-17,Fuel,13058.04,,-38929149.15
2025-06-04,Medical Expense,5410.79,,-38934559.94
2024-12-26,Salary Credited,,2746.73,-38931813.21
2025-06-12,Fuel,14094.9,,-38945908.11
2025-06-15,SIP Investment,17410.98,,-38963319.09
2025-06-05,Amazon Purchase,7301.07,,-38970620.16
2025-04-30,Electricity Bill,853.88,,-38971474.04
2025-01-14,Insurance Premium,10183.67,,-38981657.71
2025-04-22,Insurance Premium,17375.23,,-38999032.94
2025-04-06,Flight Booking,7477.6,,-39006510.54
2025-06-23,Fuel,1318.92,,-39007829.46
2025-01-29,Medical Expense,5388.67,,-39013218.13
2025-03-19,Insurance Premium,5961.71,,-39019179.84
2025-05-13,Electricity Bill,694.12,,-39019873.96
2025-03-16,Insurance Premium,1813.13,,-39021687.09
2025-03-01,Flight Booking,17942.26,,-39039629.35
2025-02-04,Medical Expense,9138.27,,-39048767.62
2025-03-12,Fuel,597.56,,-39049365.18
2025-04-24,Medical Expense,19470.74,,-39068835.92
2025-02-06,Electricity Bill,8881.06,,-39077716.98
2025-05-15,Credit Card Payment,14575.32,,-39092292.3
2025-06-03,UPI to Zomato,11334.3,,-39103626.6
2025-04-24,Electricity Bill,17202.31,,-39120828.91
2025-02-15,Fuel,7770.38,,-39128599.29
2025-03-18,Insurance Premium,8911.78,,-39137511.07
2025-06-23,Salary Credited,,16552.63,-39120958.44
2025-03-08,UPI to Zomato,3626.19,,-39124584.63
2025-05-15,UPI to Zomato,13050.27,,-39137634.9
2025-04-22,Medical Expense,5466.34,,-39143101.24
2025-04-12,Fuel,15879.36,,-39158980.6
2024-12-31,Medical Expense,10787.04,,-39169767.64
2025-05-04,Fuel,1070.15,,-39170837.79
2025-06-07,Salary Credited,,8683.63,-39162154.16
2025-03-20,Amazon Purchase,13538.53,,-39175692.69
2025-04-21,Electricity Bill,8085.54,,-39183778.23
2025-04-29,Amazon Purchase,11946.27,,-39195724.5
2025-02-01,UPI to Zomato,3595.06,,-39199319.56
2024-12-25,UPI to Zomato,8960.05,,-39208279.61
2025-05-22,Credit Card Payment,18467.6,,-39226747.21
2025-06-05,Amazon Purchase,16693.86,,-39243441.07
2025-01-27,Medical Expense,4192.68,,-39247633.75
2024-12-31,Amazon Purchase,8523.64,,-39256157.39
